file;my-result;my-time;vanillaZ3-result;vanillaZ3-time;cvc5-result;cvc5-time;princess-result;princess-time;noodler-result;noodler-time;z3Str3-result;z3Str3-time
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_189.smt2;SAT;1268;SAT;768;SAT;771;SAT;5819;SAT;1717;UNKNOWN;10000
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_19.smt2;UNSAT;687;UNSAT;344;UNSAT;1147;UNSAT;2397;UNSAT;742;UNSAT;709
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_190.smt2;UNSAT;1152;UNSAT;796;UNSAT;1080;UNSAT;2558;UNSAT;631;UNSAT;536
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_191.smt2;UNSAT;1217;UNSAT;844;UNSAT;754;UNSAT;1766;UNSAT;415;UNSAT;430
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_192.smt2;SAT;970;SAT;1064;SAT;2210;SAT;3524;SAT;813;UNKNOWN;1323
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_193.smt2;SAT;728;SAT;486;SAT;1158;SAT;3305;SAT;540;SAT;393
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_194.smt2;UNSAT;768;UNSAT;484;UNSAT;956;UNSAT;2986;UNSAT;725;UNSAT;548
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_195.smt2;SAT;1015;SAT;806;SAT;939;SAT;1763;SAT;678;SAT;798
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_196.smt2;SAT;1437;SAT;1049;SAT;866;SAT;2590;SAT;715;SAT;592
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_197.smt2;SAT;1005;SAT;506;SAT;768;SAT;2223;SAT;431;SAT;685
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_198.smt2;SAT;1130;SAT;486;SAT;787;SAT;2256;SAT;351;SAT;447
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_199.smt2;SAT;966;SAT;639;SAT;1219;SAT;7238;SAT;3333;UNKNOWN;10000
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_2.smt2;SAT;812;SAT;649;SAT;1228;SAT;2938;SAT;921;SAT;794
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_20.smt2;SAT;1224;SAT;564;SAT;1016;SAT;2299;SAT;444;SAT;639
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_200.smt2;SAT;954;SAT;806;SAT;634;SAT;2011;SAT;610;UNKNOWN;651
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_21.smt2;UNSAT;671;UNSAT;507;UNSAT;670;UNSAT;2019;UNSAT;370;UNSAT;422
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_22.smt2;UNSAT;807;UNSAT;398;UNSAT;1115;UNSAT;4595;UNSAT;399;UNSAT;383
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_23.smt2;UNSAT;782;UNSAT;622;UNSAT;649;UNSAT;1752;UNSAT;373;UNSAT;362
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_24.smt2;UNSAT;930;UNSAT;519;UNSAT;729;UNSAT;2523;UNSAT;435;UNSAT;458
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_25.smt2;UNSAT;750;UNSAT;377;UNSAT;497;UNSAT;2003;UNSAT;353;UNSAT;357
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_26.smt2;SAT;780;SAT;604;SAT;1059;SAT;3695;SAT;914;UNKNOWN;2275
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_27.smt2;UNSAT;610;UNSAT;331;UNSAT;715;UNSAT;2829;UNSAT;473;UNSAT;451
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_28.smt2;SAT;655;SAT;326;SAT;1068;SAT;4527;SAT;651;SAT;523
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_29.smt2;SAT;883;SAT;456;SAT;708;SAT;1838;SAT;374;SAT;394
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_3.smt2;SAT;758;SAT;542;SAT;768;SAT;1654;SAT;442;SAT;423
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_30.smt2;SAT;884;SAT;398;SAT;592;SAT;2269;SAT;647;SAT;605
